CharContinuationRate,LineOfCode,HasFavicon,Robots,HasDescription,HasSocialNet,HasHiddenFields,HasCopyrightInfo,NoOfImage,NoOfCSS,NoOfJS,NoOfSelfRef,NoOfExternalRef
1.0,1646.0,1,1,1,1,1,1,33.0,18,36.0,144,141
1.0,1250.0,0,0,1,1,0,1,9.0,5,9.0,96,84
0.52173913,774.0,0,1,0,0,1,1,9.0,12,18.0,200,141
0.769230769,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
1.0,3164.5,1,1,1,1,1,1,33.0,20,36.0,220,141
1.0,2.0,0,0,1,0,1,1,0.0,0,0.0,0,1
1.0,957.0,0,0,0,1,1,0,41.0,20,13.0,47,38
1.0,411.0,1,0,1,1,0,0,5.0,1,3.0,15,17
0.631578947,108.0,0,0,0,0,0,0,0.0,0,0.0,0,3
0.727272727,2511.0,0,0,1,1,1,1,31.0,4,7.0,26,38
0.632653061,198.0,0,0,0,0,0,0,0.0,0,0.0,0,2
0.666666667,3164.5,1,0,1,1,1,1,40.0,4,31.0,220,103
0.631578947,16.0,0,0,0,0,0,0,0.0,0,0.0,0,2
1.0,1561.0,0,0,1,0,0,1,59.0,20,21.0,1,126
1.0,3164.5,0,0,1,1,1,1,70.0,12,37.5,109,31
1.0,2542.0,0,1,0,1,0,1,22.0,20,37.5,108,106
1.0,1563.0,1,1,1,1,0,1,32.0,4,11.0,220,141
0.407407407,3.0,0,0,0,0,0,0,0.0,0,0.0,0,0
0.444444444,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
1.0,1145.0,1,1,1,1,0,1,32.0,7,16.0,168,53
1.0,651.0,0,1,1,1,1,1,4.0,4,35.0,74,26
0.642857143,1167.0,0,1,1,1,1,1,27.0,16,25.0,141,141
0.684210526,81.0,0,0,0,0,0,0,0.0,0,0.0,2,3
0.8,1487.0,1,0,0,1,1,1,24.0,2,7.0,104,16
1.0,349.0,1,0,1,1,0,1,22.0,2,3.0,0,18
1.0,1181.0,0,0,0,0,0,0,72.5,2,15.0,220,26
1.0,735.0,0,0,1,1,1,0,10.0,3,22.0,62,7
0.578947368,11.0,0,0,0,0,0,0,0.0,0,0.0,0,0
1.0,1487.0,0,1,0,1,1,1,11.0,12,10.0,167,141
1.0,3164.5,1,0,1,0,1,1,3.0,16,17.0,105,129
0.227272727,198.0,0,0,0,0,0,0,0.0,0,0.0,0,2
0.545454545,374.0,1,0,0,0,1,1,5.0,1,8.0,31,8
0.727272727,261.0,1,0,1,1,1,1,6.0,4,15.0,30,6
1.0,20.0,0,0,0,0,0,0,0.0,0,0.0,0,0
1.0,3164.5,0,1,1,1,1,0,37.0,9,11.0,45,69
1.0,612.0,1,0,1,0,0,1,2.0,1,15.0,5,6
1.0,3164.5,0,1,1,1,1,1,72.5,5,37.5,220,26
1.0,3164.5,0,0,1,1,0,1,72.5,3,22.0,134,15
0.625,402.0,0,0,1,0,1,1,25.0,3,1.0,24,64
0.846153846,83.0,0,0,0,0,0,0,0.0,0,0.0,1,0
1.0,643.0,1,0,0,1,1,1,28.0,2,6.0,97,22
1.0,1513.0,0,0,0,1,1,1,9.0,16,37.5,29,105
1.0,1900.0,0,0,1,1,0,1,17.0,7,15.0,163,41
1.0,2534.0,1,1,1,1,1,1,39.0,10,19.0,220,141
0.666666667,1897.0,0,0,1,1,1,1,63.0,3,8.0,66,39
0.56,3164.5,1,1,0,1,1,1,23.0,5,5.0,75,78
1.0,452.0,1,1,1,0,1,1,3.0,3,7.0,220,141
1.0,696.0,1,0,1,1,1,1,18.0,3,5.0,29,16
1.0,3164.5,1,0,0,1,1,1,28.0,20,17.0,69,85
0.666666667,8.0,0,0,0,0,0,0,0.0,0,0.0,0,0
0.708333333,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
0.769230769,646.0,0,0,1,0,0,0,23.0,9,5.0,0,1
1.0,724.0,1,0,1,1,0,1,38.0,9,16.0,0,20
1.0,3164.5,1,1,1,1,1,1,72.5,20,32.0,220,39
1.0,9.0,0,0,0,0,0,0,0.0,0,0.0,1,1
0.818181818,25.0,0,0,0,0,0,0,0.0,0,4.0,0,0
1.0,2203.0,1,0,0,1,1,1,72.5,5,4.0,92,108
1.0,137.0,1,1,1,1,0,1,3.0,2,0.0,0,39
1.0,3164.5,0,1,1,1,1,1,72.5,14,25.0,220,141
0.666666667,9.0,0,0,0,0,0,0,0.0,0,0.0,0,0
0.85,3164.5,0,1,0,1,0,1,72.5,11,15.0,220,141
0.75,3164.5,1,1,1,0,1,1,72.5,1,8.0,105,141
1.0,1048.0,1,1,1,1,1,1,26.0,14,29.0,80,92
0.857142857,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
1.0,1333.0,0,0,1,0,1,1,7.0,5,4.0,22,51
0.653846154,141.0,0,0,0,0,0,0,4.0,0,0.0,0,3
0.333333333,10.0,0,0,0,0,0,0,0.0,0,0.0,0,0
0.888888889,3002.0,1,0,1,0,1,1,13.0,6,12.0,115,115
1.0,12.0,0,0,0,0,0,0,0.0,0,0.0,0,0
1.0,1841.0,1,1,1,1,1,1,32.0,10,27.0,136,54
0.615384615,9.0,0,0,0,0,0,0,0.0,0,0.0,0,1
0.842105263,759.0,0,1,1,1,1,1,28.0,9,24.0,67,84
0.772727273,13.0,0,0,0,0,0,0,0.0,0,0.0,0,1
1.0,3164.5,1,1,1,1,0,1,72.5,1,17.0,220,62
0.6,479.0,0,1,0,1,0,1,37.0,13,17.0,87,85
0.6,3098.0,1,1,1,1,1,1,24.0,3,6.0,89,92
0.428571429,2297.0,0,1,0,0,1,1,4.0,7,4.0,31,4
1.0,3164.5,1,1,1,1,1,1,38.0,20,32.0,142,9
1.0,3164.5,0,0,1,1,1,1,72.5,6,16.0,69,20
0.274509804,50.0,0,0,1,0,0,0,0.0,0,0.0,0,1
1.0,1014.0,1,0,0,1,1,1,32.0,6,18.0,140,24
0.571428571,1182.0,1,0,1,0,1,1,20.0,13,15.0,176,40
1.0,35.0,0,1,0,0,0,0,0.0,0,1.0,0,0
1.0,9.0,0,0,0,0,0,0,0.0,0,0.0,1,1
0.653061224,104.0,0,0,0,0,0,0,3.0,0,0.0,0,0
1.0,785.0,1,1,1,1,1,1,11.0,11,18.0,2,16
0.666666667,3028.0,0,0,1,1,1,0,72.5,6,14.0,220,68
1.0,702.0,0,0,1,1,0,1,37.0,7,13.0,44,4
0.625,3164.5,0,0,0,1,1,1,23.0,20,25.0,111,28
1.0,559.0,1,0,1,0,0,0,17.0,3,6.0,48,51
1.0,49.0,0,0,0,0,0,0,1.0,0,2.0,1,1
1.0,1253.0,1,0,0,1,1,0,41.0,1,9.0,158,29
0.785714286,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
1.0,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
1.0,1675.0,1,0,1,1,1,1,9.0,4,10.0,135,28
0.846153846,16.0,0,0,0,0,0,0,0.0,0,0.0,0,0
0.583333333,68.0,0,0,0,0,0,0,0.0,0,0.0,0,1
0.5625,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
0.923076923,9.0,0,0,0,0,0,0,0.0,0,0.0,0,0
0.523809524,721.0,0,0,1,1,0,1,7.0,11,22.0,66,11
0.909090909,530.0,1,0,1,0,0,1,6.0,13,22.0,27,1
0.571428571,2121.0,1,0,1,1,1,1,12.0,3,2.0,113,17
1.0,1846.0,0,1,0,1,1,1,18.0,4,9.0,220,141
0.463414634,11.0,0,0,0,0,0,0,0.0,0,0.0,0,0
0.268292683,212.0,0,0,0,0,0,1,1.0,0,0.0,1,1
1.0,577.0,1,1,1,1,1,1,25.0,6,4.0,22,36
1.0,2377.0,1,1,1,1,0,1,27.0,1,8.0,107,11
1.0,778.0,1,0,1,1,0,1,72.5,8,11.0,194,121
0.85,1064.0,0,1,0,1,0,1,33.0,12,10.0,78,52
1.0,3077.0,0,0,1,0,0,0,72.5,7,15.0,72,31
1.0,3164.5,1,1,1,1,1,1,72.5,1,7.0,156,141
0.8,124.0,0,0,0,0,0,0,0.0,0,0.0,0,0
1.0,577.0,0,0,1,1,0,1,16.0,18,37.5,61,82
1.0,866.0,0,0,1,1,1,1,18.0,3,13.0,110,22
1.0,990.0,0,1,1,1,0,0,17.0,6,18.0,82,91
0.733333333,10.0,0,0,0,0,0,0,0.0,0,0.0,0,0
1.0,2.0,0,0,0,0,0,0,0.0,0,1.0,0,1
1.0,2601.0,1,0,1,1,1,1,72.5,17,16.0,220,141
1.0,1441.0,0,1,1,1,0,1,67.0,5,13.0,127,79
1.0,476.0,1,0,1,0,0,1,8.0,2,7.0,59,13
0.833333333,536.0,0,0,1,1,0,0,22.0,6,12.0,138,33
1.0,668.0,0,0,0,1,1,1,14.0,13,13.0,0,8
1.0,4.0,0,0,0,0,0,0,0.0,0,0.0,0,0
0.4,3022.0,1,0,0,0,1,0,10.0,3,4.0,161,141
1.0,28.0,0,0,0,0,0,0,0.0,1,0.0,2,0
0.866666667,3164.5,1,0,1,1,1,1,72.5,2,17.0,140,15
1.0,1267.0,1,0,1,1,1,1,49.0,2,22.0,220,141
1.0,2848.0,1,1,1,0,1,1,24.0,20,37.5,220,141
1.0,3164.5,1,1,1,1,1,1,72.5,14,17.0,220,141
1.0,3164.5,1,0,0,1,1,0,34.0,3,4.0,220,141
1.0,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
1.0,195.0,1,0,1,0,0,0,7.0,3,7.0,5,13
1.0,1129.0,1,0,1,1,0,1,30.0,5,8.0,90,38
1.0,3164.5,0,0,1,1,0,1,23.0,6,37.5,23,27
1.0,670.0,1,1,1,1,1,1,10.0,3,13.0,70,73
1.0,3164.5,1,1,1,1,0,1,72.5,8,33.0,61,54
1.0,1349.0,0,1,1,0,0,1,33.0,7,18.0,220,7
1.0,2133.0,1,0,1,0,1,1,41.0,4,1.0,40,20
1.0,852.0,1,1,1,1,1,0,40.0,4,13.0,158,141
1.0,2597.0,0,0,1,0,1,1,14.0,13,11.0,12,1
1.0,1751.0,1,1,1,1,0,0,55.0,20,37.5,220,141
0.3,56.0,1,0,0,0,0,0,5.0,1,3.0,0,0
1.0,2766.0,0,0,1,1,1,1,72.5,11,18.0,220,78
1.0,2227.0,0,0,0,1,1,1,23.0,10,19.0,220,141
0.684210526,2673.0,0,0,1,1,1,1,16.0,10,7.0,12,133
0.8,588.0,1,0,1,1,1,1,25.0,2,13.0,34,63
1.0,3164.5,1,1,1,1,1,1,53.0,20,37.5,220,141
0.619047619,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
1.0,736.0,1,0,1,0,1,0,10.0,3,10.0,74,10
1.0,2559.0,0,1,0,1,1,1,31.0,20,37.5,159,141
1.0,482.0,0,0,1,0,1,1,9.0,7,10.0,12,7
0.875,3164.5,1,1,1,1,1,1,72.5,3,37.5,220,49
1.0,99.0,1,0,0,0,0,1,0.0,1,3.0,0,0
1.0,734.0,0,1,1,0,1,0,14.0,8,6.0,137,141
0.818181818,3164.5,0,0,0,0,1,1,71.0,7,9.0,96,18
0.705882353,2.0,0,0,0,0,0,0,0.0,0,0.0,0,1
0.769230769,38.0,0,0,0,0,0,0,0.0,2,0.0,0,0
1.0,610.0,1,0,1,1,0,1,14.0,2,11.0,47,12
1.0,402.0,0,1,0,1,1,1,17.0,4,6.0,34,34
0.846153846,17.0,0,0,0,0,0,0,0.0,0,0.0,1,1
1.0,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
1.0,1090.0,1,0,1,1,1,1,39.0,6,7.0,24,19
1.0,2447.0,1,1,0,1,1,1,17.0,13,15.0,220,141
0.714285714,406.0,1,1,1,1,0,1,3.0,2,6.0,1,20
1.0,725.0,1,0,0,1,1,0,19.0,3,8.0,56,7
0.727272727,749.0,0,1,1,1,0,0,32.0,14,16.0,47,71
1.0,509.0,1,1,1,1,0,1,28.0,5,12.0,51,61
0.377777778,11.0,0,0,0,0,0,0,0.0,0,0.0,1,1
0.541666667,14.0,0,0,0,0,0,0,0.0,0,0.0,0,2
0.571428571,3.0,0,0,0,0,0,0,0.0,0,0.0,0,0
0.571428571,327.0,1,0,0,0,0,0,5.0,6,8.0,4,12
1.0,157.0,1,1,1,0,0,0,7.0,1,3.0,0,0
1.0,2068.0,1,1,1,1,1,1,56.0,20,24.0,165,102
0.727272727,1129.0,1,0,0,0,1,0,27.0,18,27.0,64,99
1.0,1840.0,0,1,1,1,1,0,51.0,12,24.0,104,141
0.823529412,3164.5,1,0,0,1,0,0,72.5,5,16.0,220,141
1.0,14.0,0,0,0,0,0,0,0.0,0,0.0,0,1
0.625,2517.0,1,0,1,1,1,1,25.0,20,6.0,52,30
1.0,481.0,0,1,0,1,1,1,20.0,8,15.0,49,51
0.6,1559.0,0,1,1,1,1,1,10.0,19,37.5,49,42
1.0,824.0,1,1,1,1,0,1,16.0,12,21.0,128,9
1.0,2228.0,1,0,1,1,1,1,72.5,1,4.0,220,30
0.7,2308.0,0,0,0,1,1,1,25.0,20,24.0,114,139
1.0,3164.5,0,1,1,1,1,1,72.5,20,37.5,220,141
1.0,3164.5,1,0,1,1,0,1,52.0,3,32.0,220,21
1.0,1102.0,1,0,1,1,1,1,19.0,8,18.0,147,141
1.0,1307.0,1,1,1,1,0,1,40.0,6,15.0,72,52
0.8,894.0,1,0,1,1,1,1,48.0,4,14.0,220,50
1.0,755.0,0,1,0,0,1,0,29.0,4,8.0,65,114
1.0,1517.0,0,0,0,1,1,1,41.0,4,11.0,36,63
1.0,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
1.0,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
0.75,397.0,1,0,1,0,1,1,4.0,5,12.0,51,52
0.625,1245.0,0,1,0,1,1,0,11.0,20,37.0,217,141
0.285714286,11.0,0,0,0,0,0,0,0.0,0,0.0,1,1
1.0,3164.5,1,0,1,1,1,1,43.0,14,15.0,167,16
0.588235294,3164.5,0,0,1,1,0,0,8.0,13,14.0,29,8
1.0,407.0,0,0,1,1,0,1,16.0,3,7.0,39,38
1.0,875.0,1,0,0,1,0,0,42.0,9,5.0,69,22
1.0,1604.0,1,0,0,1,1,1,21.0,13,23.0,96,85
1.0,22.0,0,0,1,0,0,0,0.0,0,1.0,0,0
1.0,520.0,1,1,0,0,1,0,8.0,20,26.0,34,35
0.481481481,90.0,0,1,0,0,1,0,0.0,2,0.0,2,2
1.0,1121.0,1,0,1,0,1,1,45.0,4,10.0,203,36
1.0,3164.5,1,0,1,1,0,1,65.0,4,37.5,76,25
1.0,2856.0,0,1,0,1,1,1,56.0,20,37.5,111,122
1.0,512.0,1,0,1,0,0,1,40.0,2,7.0,46,70
1.0,157.0,1,0,1,0,0,1,8.0,3,6.0,40,3
0.818181818,665.0,1,1,1,1,0,1,71.0,8,28.0,57,97
1.0,3164.5,0,0,1,1,1,1,72.5,1,14.0,220,141
0.294117647,2.0,1,0,0,0,0,0,0.0,1,1.0,0,0
1.0,3.0,0,0,1,0,0,0,0.0,0,0.0,0,0
1.0,388.0,1,0,1,1,1,0,18.0,2,5.0,7,11
0.303030303,127.0,1,0,1,0,0,0,3.0,0,3.0,1,0
1.0,143.0,0,0,0,0,0,1,0.0,1,1.0,1,18
1.0,560.0,1,1,0,1,1,1,21.0,2,11.0,12,10
1.0,1313.0,0,1,0,1,1,1,28.0,4,16.0,55,31
1.0,3164.5,1,1,1,1,1,1,72.5,11,30.0,220,141
1.0,1189.0,1,1,0,1,1,1,17.0,8,18.0,15,17
1.0,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
0.518518519,11.0,0,0,0,0,0,0,0.0,0,0.0,0,0
1.0,3014.0,1,1,1,1,1,1,72.5,20,10.0,220,141
0.8,1745.0,0,1,0,1,1,1,52.0,18,22.0,127,137
1.0,452.0,1,1,1,1,0,1,1.0,6,15.0,29,37
1.0,9.0,0,0,0,0,0,0,0.0,0,0.0,0,0
0.833333333,1055.0,0,0,0,1,1,1,13.0,2,6.0,46,22
1.0,3164.5,1,1,0,1,0,1,72.5,6,12.0,220,141
1.0,9.0,0,0,0,0,0,0,0.0,0,0.0,0,1
1.0,49.0,0,0,0,0,0,0,0.0,0,2.0,0,1
0.555555556,141.0,0,0,0,0,0,0,4.0,0,0.0,0,3
1.0,821.0,1,1,1,0,0,1,20.0,4,10.0,174,141
1.0,282.0,1,0,1,0,0,1,13.0,1,3.0,34,38
1.0,3164.5,1,0,1,1,0,1,72.5,5,8.0,220,60
0.9,256.0,1,0,1,1,0,1,14.0,2,2.0,1,9
0.391304348,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
0.714285714,3164.5,1,0,0,1,1,0,11.0,2,4.0,106,20
1.0,355.0,0,0,0,1,0,1,9.0,4,3.0,0,21
1.0,9.0,0,0,0,0,0,0,0.0,0,0.0,1,1
1.0,3164.5,0,1,1,1,1,1,72.5,2,37.5,17,141
1.0,2007.0,1,1,0,0,1,1,21.0,20,37.5,100,95
1.0,556.0,0,0,1,1,0,1,19.0,3,3.0,40,22
0.571428571,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
0.6,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
1.0,2168.0,1,1,1,1,0,0,26.0,1,30.0,146,141
1.0,928.0,1,1,1,1,0,1,20.0,7,18.0,46,82
1.0,837.0,1,0,0,0,0,1,7.0,20,2.0,21,8
1.0,1011.0,1,1,1,1,0,1,50.0,20,37.5,64,72
0.6875,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
0.590909091,108.0,0,0,0,0,0,0,0.0,0,0.0,0,3
1.0,1976.0,0,1,0,0,1,1,30.0,5,11.0,37,40
1.0,9.0,0,0,0,0,0,0,0.0,0,0.0,0,0
1.0,2.0,0,0,0,0,0,0,0.0,0,1.0,1,1
0.21052631499999996,198.0,0,0,0,0,0,0,0.0,0,0.0,0,2
0.736842105,129.0,0,0,0,0,0,0,5.0,0,0.0,0,8
0.555555556,129.0,0,1,0,0,0,0,1.0,0,1.0,3,0
0.857142857,1569.0,1,0,1,1,1,1,20.0,6,17.0,33,18
1.0,1072.0,1,1,1,1,0,0,34.0,1,5.0,121,82
0.833333333,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
0.625,899.0,1,0,0,1,1,1,3.0,20,1.0,188,32
0.377777778,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
0.470588235,198.0,0,0,0,0,0,0,0.0,0,0.0,0,2
0.7,238.0,1,0,0,0,1,0,3.0,20,20.0,11,11
1.0,1936.0,1,0,1,1,1,1,15.0,7,15.0,199,141
1.0,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
0.6,7.0,1,0,0,0,0,0,1.0,1,1.0,0,1
1.0,1007.0,0,1,1,0,1,1,9.0,12,15.0,54,58
0.736842105,2.0,0,0,0,0,0,0,0.0,0,1.0,1,1
1.0,463.0,0,0,0,1,0,1,18.0,6,11.0,53,63
1.0,3164.5,0,1,1,1,1,1,72.5,12,30.0,220,141
1.0,1329.0,1,1,1,0,1,1,33.0,7,17.0,99,104
1.0,3164.5,0,1,1,1,1,1,72.5,20,37.5,220,141
1.0,1079.0,1,1,0,0,1,1,9.0,5,12.0,22,11
0.555555556,9.0,0,0,0,0,0,0,0.0,0,0.0,1,1
1.0,376.0,0,0,0,0,0,1,11.0,5,9.0,43,46
0.818181818,456.0,1,0,1,1,0,1,29.0,3,11.0,0,33
0.733333333,16.0,0,0,0,0,0,0,0.0,0,0.0,0,0
1.0,737.0,0,0,1,0,1,0,5.0,3,6.0,97,67
1.0,3164.5,1,1,1,1,1,1,41.0,20,37.5,152,106
1.0,749.0,1,1,1,1,1,1,34.0,1,3.0,2,3
1.0,413.0,0,0,1,0,1,1,4.0,5,6.0,36,41
0.727272727,11.0,0,0,0,0,0,0,0.0,0,0.0,1,1
1.0,1161.0,0,0,1,1,0,1,41.0,2,8.0,17,25
0.75,2380.0,0,1,0,1,1,1,21.0,20,37.5,199,141
1.0,815.0,1,1,1,1,0,1,53.0,2,12.0,81,70
1.0,2576.0,1,0,0,1,0,1,26.0,20,37.5,170,83
0.5,522.0,0,1,1,1,0,1,11.0,4,5.0,16,20
1.0,11.0,0,0,0,0,0,0,0.0,0,0.0,0,1
1.0,2262.0,1,0,1,1,0,0,70.0,8,10.0,178,36
0.538461538,2.0,0,0,0,0,0,0,1.0,1,1.0,1,0
0.4,6.0,0,0,0,0,0,0,0.0,0,0.0,0,0
0.695652174,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
1.0,2178.0,1,0,1,1,0,1,23.0,6,18.0,123,19
1.0,3164.5,0,0,1,1,1,0,16.0,20,14.0,9,89
0.777777778,3006.0,1,1,1,0,0,0,4.0,1,4.0,156,4
0.483870968,2.0,1,0,0,0,0,0,0.0,1,1.0,0,0
0.666666667,3.0,0,0,0,0,0,0,0.0,0,0.0,0,0
0.555555556,3164.5,1,0,0,1,1,1,17.0,3,17.0,113,130
0.769230769,750.0,1,0,1,1,1,1,55.0,4,14.0,104,114
1.0,20.0,0,0,0,0,0,0,0.0,0,0.0,0,0
1.0,1478.0,0,0,1,0,1,1,7.0,0,2.0,26,38
0.866666667,1545.0,1,0,1,1,0,1,19.0,2,13.0,19,24
1.0,170.0,1,0,1,0,0,1,11.0,1,2.0,0,5
1.0,1075.0,1,1,1,1,1,1,20.0,9,16.0,220,141
1.0,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
1.0,2085.0,0,0,0,1,1,1,14.0,20,37.5,50,61
1.0,2186.0,0,1,1,0,1,1,22.0,3,6.0,105,19
1.0,1149.0,1,0,1,1,0,0,27.0,2,25.0,115,15
1.0,457.0,1,0,0,0,1,1,14.0,2,7.0,31,28
1.0,586.0,0,0,1,1,1,1,20.0,1,5.0,27,24
1.0,15.0,0,0,0,0,0,0,0.0,0,0.0,0,0
0.571428571,493.0,0,0,1,1,0,1,22.0,5,8.0,8,65
1.0,594.0,0,1,0,0,0,1,15.0,3,6.0,6,9
1.0,2812.0,1,1,1,1,1,1,20.0,1,7.0,60,61
1.0,1094.0,0,0,1,1,0,1,18.0,13,15.0,54,55
0.268292683,3.0,0,0,0,0,0,0,0.0,0,0.0,0,0
0.581395349,198.0,0,0,0,0,0,0,0.0,0,0.0,0,2
0.3,50.0,0,0,1,0,0,0,0.0,0,0.0,0,1
0.705882353,91.0,0,0,0,0,0,0,0.0,0,5.0,0,0
1.0,20.0,0,0,0,0,0,0,0.0,0,0.0,0,0
1.0,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
0.538461538,19.0,0,0,0,0,0,0,0.0,0,0.0,0,0
0.684210526,198.0,0,0,0,0,0,0,0.0,0,0.0,0,2
1.0,3164.5,1,1,0,1,0,1,21.0,2,10.0,28,31
0.8,1557.0,1,0,1,1,1,1,19.0,20,37.5,100,17
0.21052631499999996,198.0,0,0,0,0,0,0,0.0,0,0.0,0,2
0.538461538,198.0,0,0,0,0,0,0,0.0,0,0.0,0,2
1.0,3164.5,1,1,0,1,1,1,46.0,20,37.5,138,141
1.0,680.0,1,1,0,1,0,1,10.0,2,6.0,46,39
0.304347826,127.0,0,0,0,0,1,0,0.0,0,2.0,0,0
1.0,3164.5,0,1,1,1,1,1,72.5,2,25.0,220,141
1.0,3.0,0,0,0,0,0,0,0.0,0,0.0,0,0
1.0,1874.0,1,0,1,1,1,0,72.5,9,18.0,220,58
0.402439024,30.0,0,0,0,0,0,0,0.0,0,0.0,0,1
1.0,1123.0,1,0,1,1,0,1,11.0,2,15.0,30,21
1.0,340.0,1,0,1,0,1,0,7.0,16,27.0,36,38
1.0,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
1.0,357.0,0,0,0,1,1,1,5.0,2,0.0,0,13
0.769230769,8.0,0,0,0,0,0,0,0.0,0,0.0,0,0
0.857142857,691.0,1,0,1,1,0,1,72.5,6,21.0,78,104
0.85,271.0,1,0,0,0,1,0,19.0,3,9.0,1,4
0.545454545,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
0.80952381,173.0,1,0,0,0,1,0,19.0,3,9.0,1,4
1.0,2147.0,1,0,0,1,1,0,48.0,15,29.0,120,6
1.0,624.0,0,1,1,0,1,1,11.0,20,16.0,60,63
1.0,2110.0,1,1,0,1,1,0,72.5,20,37.5,220,141
1.0,1758.0,1,1,0,1,1,1,54.0,20,37.5,141,94
1.0,3066.0,0,0,1,1,1,1,72.5,2,37.5,129,47
0.636363636,18.0,1,0,0,0,1,0,2.0,0,0.0,2,2
1.0,1946.0,1,0,1,1,1,1,25.0,6,37.5,49,57
1.0,781.0,0,0,0,1,1,1,5.0,1,2.0,124,10
0.47826087,11.0,0,0,0,0,0,0,0.0,0,0.0,0,0
1.0,177.0,0,0,0,1,0,1,25.0,1,1.0,12,28
1.0,852.0,0,0,1,1,1,1,33.0,12,12.0,0,9
1.0,1671.0,1,1,0,1,1,1,7.0,5,7.0,7,7
1.0,923.0,0,0,1,1,0,0,26.0,11,10.0,32,10
0.529411765,2224.0,1,0,1,0,1,1,72.5,6,10.0,106,6
0.6,3164.5,0,1,1,1,1,1,72.5,14,34.0,220,141
1.0,525.0,1,0,0,1,0,1,18.0,6,12.0,51,18
1.0,1042.0,1,1,1,1,1,1,29.0,10,21.0,93,101
0.857142857,1052.0,1,0,1,1,0,1,29.0,2,17.0,17,17
0.578947368,2482.0,1,1,0,1,0,0,40.0,20,35.0,220,141
0.363636364,475.0,0,0,0,0,1,1,10.0,2,1.0,0,0
1.0,661.0,0,0,1,1,0,1,24.0,6,12.0,45,27
1.0,531.0,0,0,1,1,0,1,36.0,8,9.0,68,31
0.904761905,755.0,1,1,0,1,0,0,47.0,7,25.0,57,49
1.0,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
0.529411765,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
1.0,535.0,1,0,1,1,1,1,20.0,9,12.0,36,30
1.0,1370.0,1,0,1,1,1,1,18.0,7,7.0,103,120
1.0,2335.0,1,0,0,1,1,0,28.0,4,9.0,220,0
0.8,603.0,1,0,1,1,0,1,44.0,0,6.0,70,62
0.923076923,9.0,0,0,0,0,0,0,0.0,0,0.0,0,0
1.0,444.0,0,0,1,0,1,1,4.0,0,0.0,1,3
0.777777778,708.0,0,0,1,1,1,1,24.0,11,4.0,56,28
0.636363636,27.0,0,0,0,0,0,0,0.0,0,0.0,0,2
0.857142857,11.0,0,0,0,0,0,0,0.0,0,0.0,0,0
0.541666667,108.0,0,0,0,0,0,0,0.0,0,0.0,0,3
1.0,930.0,1,0,1,1,0,1,2.0,4,12.0,83,22
1.0,10.0,0,0,0,0,0,0,0.0,0,1.0,1,1
1.0,2643.0,1,0,1,1,1,1,25.0,7,37.5,168,15
0.5,108.0,0,0,0,0,0,0,0.0,0,0.0,0,3
1.0,27.0,0,0,0,0,0,0,0.0,0,0.0,0,2
1.0,2341.0,1,0,1,1,1,1,53.0,3,17.0,47,16
1.0,2963.0,1,1,1,1,1,1,42.0,18,20.0,220,60
1.0,2224.0,1,0,1,0,0,1,55.0,1,15.0,100,11
0.636363636,8.0,0,0,0,0,0,0,0.0,0,0.0,0,0
1.0,486.0,0,0,1,0,1,1,1.0,1,1.0,31,6
1.0,1185.0,0,1,0,1,1,1,26.0,20,37.5,98,97
0.666666667,16.0,0,0,0,0,0,0,0.0,0,0.0,0,0
1.0,460.0,1,0,1,1,0,1,33.0,7,25.0,33,16
1.0,666.0,0,0,1,1,1,1,13.0,0,7.0,1,25
0.6,16.0,0,0,0,0,0,0,0.0,0,0.0,0,0
1.0,203.0,0,1,0,0,1,0,3.0,0,1.0,0,2
0.407407407,35.0,0,1,0,0,0,0,0.0,0,1.0,0,0
0.625,965.0,1,0,1,0,1,1,4.0,3,25.0,48,19
1.0,1363.0,1,0,1,1,1,1,12.0,19,21.0,68,25
